.id,place,zip,place_of_total,total_number,retired_number,disabled_number,widow_number,spouse_number,children_number,total_benefits,retired_benefits,widow_benefits,age65_benefits,zip_ben
Illinois,,62651,,180,90,50,15,5,20,161,95,14,100,1.05555555555556
Illinois,,62656,,3665,2360,465,435,155,250,3427,2354,437,2630,0.997457627118644
Illinois,,62661,,200,125,30,15,15,15,187,128,13,135,1.024
Illinois,,62663,,70,50,5,10,5,0,63,48,9,55,0.96
Illinois,,62665,,345,225,35,35,25,25,316,223,34,250,0.991111111111111
Illinois,,62666,,130,85,20,10,10,5,125,85,13,95,1
Illinois,,62668,,295,185,40,25,20,25,257,172,25,200,0.92972972972973
Illinois,,62670,,525,345,45,65,35,35,510,356,69,400,1.03188405797101
Illinois,,62671,,115,75,10,15,5,10,112,79,14,90,1.05333333333333
Illinois,,62673,,115,70,15,15,5,10,109,73,15,85,1.04285714285714
Illinois,,62675,,1155,820,90,130,55,60,1123,847,130,905,1.03292682926829
Illinois,,62677,,455,315,45,40,25,30,446,327,46,335,1.03809523809524
Illinois,,62684,,670,495,50,45,30,50,655,500,50,510,1.01010101010101
Illinois,,62688,,175,115,20,20,5,15,166,116,18,130,1.00869565217391
Illinois,,62689,,120,70,15,15,10,10,112,72,13,80,1.02857142857143
Illinois,,62691,,560,345,55,75,50,35,503,334,78,435,0.968115942028986
Illinois,,62692,,440,285,40,55,30,30,404,285,53,330,1
Illinois,,62693,,250,175,15,30,15,15,238,179,26,200,1.02285714285714
Illinois,,62694,,740,500,60,90,60,30,665,474,88,595,0.948
Illinois,,62695,,75,45,15,5,5,5,63,42,5,45,0.933333333333333
Illinois,,62701,,1265,135,90,40,5,995,566,121,31,160,0.896296296296296
Illinois,,62702,,7520,4595,1265,760,270,630,6691,4496,724,5115,0.978454842219804
Illinois,,62703,,5320,3095,930,480,195,620,4597,3028,445,3425,0.978352180936995
Illinois,,62704,,7620,5420,710,725,340,425,7393,5530,774,5945,1.02029520295203
Illinois,,62705,,180,75,55,10,5,35,137,75,10,80,1
Illinois,,62707,,1345,815,190,110,50,180,1254,824,103,840,1.01104294478528
Illinois,,62708,,315,130,105,15,5,60,235,121,15,130,0.930769230769231
Illinois,,62711,,2100,1620,125,180,100,75,2143,1701,197,1695,1.05
Illinois,,62712,,1325,1020,85,95,70,55,1388,1102,115,1030,1.08039215686275
Illinois,,62791,,165,85,40,5,5,30,139,88,7,85,1.03529411764706
Illinois,,62794,,165,120,40,0,0,5,106,72,1,120,0.6
Illinois,Sterling,,,24620,15780,2820,2630,1570,1820,23018,15848,2661,17925,
Illinois,,60530,,105,60,10,15,5,15,95,59,15,65,0.983333333333333
Illinois,,60553,,130,85,15,10,5,15,129,92,9,90,1.08235294117647
Illinois,,61006,,355,215,35,45,30,30,339,224,48,270,1.04186046511628
Illinois,,61014,,270,175,25,40,20,10,244,168,36,210,0.96
Illinois,,61021,,4560,2910,520,460,215,455,4242,2910,465,3245,1
Illinois,,61031,,345,220,25,50,15,35,326,220,54,260,1
Illinois,,61037,,50,25,5,5,5,10,43,28,3,30,1.12
Illinois,,61042,,100,70,10,10,5,5,91,66,8,70,0.942857142857143
Illinois,,61046,,800,570,60,70,55,45,754,573,70,630,1.00526315789474
Illinois,,61051,,390,260,35,45,30,20,358,252,42,295,0.969230769230769
Illinois,,61053,,705,485,55,70,60,35,622,458,62,550,0.944329896907217
Illinois,,61071,,3320,1980,515,370,215,240,3126,2028,384,2265,1.02424242424242
Illinois,,61074,,1045,660,160,105,40,80,846,563,86,715,0.853030303030303
Illinois,,61078,,320,200,25,40,35,20,286,194,41,250,0.97
Illinois,,61081,,4805,2960,585,535,340,385,4595,3074,561,3495,1.03851351351351
Illinois,,61230,,280,200,25,25,15,15,274,203,27,205,1.015
Illinois,,61243,,35,20,5,5,5,0,34,16,9,25,0.8
Illinois,,61250,,535,365,45,60,40,25,499,356,65,405,0.975342465753425
Illinois,,61251,,60,45,5,0,10,0,56,45,2,50,1
Illinois,,61252,,1220,825,110,120,105,60,1148,827,124,935,1.00242424242424
Illinois,,61261,,220,125,40,15,15,25,201,132,14,140,1.056
Illinois,,61270,,1675,1170,125,195,90,95,1593,1178,192,1295,1.00683760683761
Illinois,,61277,,895,545,125,90,70,65,840,555,94,640,1.01834862385321
Illinois,,61283,,280,170,35,30,25,20,251,163,33,200,0.958823529411765
Illinois,,61285,,425,305,40,35,30,15,374,280,32,315,0.918032786885246
Illinois,,61310,,885,580,110,90,40,65,821,576,85,640,0.993103448275862
Illinois,,61318,,140,90,15,15,10,10,130,96,14,100,1.06666666666667
Illinois,,61324,,20,10,5,5,0,0,18,10,4,15,1
Illinois,,61353,,225,145,30,30,15,5,222,149,30,175,1.02758620689655
Illinois,,61367,,315,245,15,30,15,10,319,254,34,260,1.03673469387755
Illinois,,61378,,110,65,10,15,10,10,108,76,13,85,1.16923076923077
Illinois,"Terre Haute, IN",,,3715,2365,395,490,245,220,3289,2253,461,2770,
Illinois,,62420,,1115,715,105,150,65,80,968,664,140,840,0.928671328671329
Illinois,,62423,,125,80,15,15,10,5,119,86,14,90,1.075
Illinois,,62441,,1540,975,180,195,95,95,1375,934,188,1125,0.957948717948718
Illinois,,62442,,550,360,55,70,45,20,491,348,66,430,0.966666666666667
Illinois,,62474,,185,115,20,30,10,10,156,100,28,135,0.869565217391304
Illinois,,62477,,200,120,20,30,20,10,179,121,25,150,1.00833333333333
Illinois,"Vincennes, IN",,,14665,9125,1680,1845,985,1030,13048,8805,1745,10780,
Illinois,,62410,,175,115,15,20,15,10,165,113,22,135,0.982608695652174
Illinois,,62413,,80,55,10,5,10,0,71,50,4,55,0.909090909090909
Illinois,,62417,,685,385,80,110,45,65,590,366,99,485,0.950649350649351
Illinois,,62419,,90,55,15,15,5,0,72,46,12,65,0.836363636363636
Illinois,,62421,,170,100,20,15,20,15,142,93,17,115,0.93
Illinois,,62425,,155,95,15,20,10,15,126,82,17,115,0.863157894736842
Illinois,,62427,,345,220,45,40,25,15,318,215,35,245,0.977272727272727
Illinois,,62433,,265,155,50,25,15,20,234,145,26,175,0.935483870967742
Illinois,,62439,,2115,1290,220,285,135,185,1872,1245,274,1550,0.965116279069768
Illinois,,62449,,760,465,85,100,60,50,670,446,93,560,0.959139784946237
Illinois,,62450,,2995,1940,340,345,185,185,2577,1813,318,2245,0.934536082474227
Illinois,,62451,,520,315,70,70,35,30,483,310,68,380,0.984126984126984
Illinois,,62452,,100,60,20,5,5,10,78,51,6,65,0.85
Illinois,,62454,,2410,1580,255,315,140,120,2240,1572,300,1850,0.994936708860759
Illinois,,62460,,285,170,35,40,15,25,266,168,40,205,0.988235294117647
Illinois,,62464,,30,15,5,5,0,5,26,15,6,20,1
Illinois,,62466,,610,325,90,75,40,80,496,292,65,395,0.898461538461539
Illinois,,62478,,90,50,10,10,10,10,74,49,9,55,0.98
Illinois,,62811,,80,40,15,10,10,5,67,38,9,50,0.95
Illinois,,62852,,45,20,10,5,5,5,37,23,2,25,1.15
Illinois,,62863,,2270,1430,235,290,160,155,2106,1444,283,1705,1.00979020979021
Illinois,,62868,,390,245,40,40,40,25,325,219,37,285,0.893877551020408
Illinois,Waukegan,,,78695,53500,7800,6995,4235,6165,82730,60876,7737,58510,
Illinois,,60002,,3330,2295,360,290,130,255,3391,2476,308,2340,1.07886710239651
Illinois,,60010,,6350,4840,255,525,470,260,7395,5951,629,5310,1.22954545454545
Illinois,,60011,,150,105,5,15,15,10,181,134,22,120,1.27619047619048
Illinois,,60015,,3505,2645,150,330,230,150,4144,3295,406,2965,1.24574669187146
Illinois,,60020,,1515,1080,150,155,45,85,1567,1175,166,1150,1.08796296296296
Illinois,,60030,,4830,3620,330,425,195,260,5101,3983,468,3870,1.10027624309392
Illinois,,60031,,3770,2555,385,355,170,305,3844,2781,379,2760,1.08845401174168
Illinois,,60035,,5930,4515,255,495,495,170,7375,5967,664,5215,1.32159468438538
Illinois,,60040,,635,475,40,60,35,25,641,506,62,535,1.06526315789474
Illinois,,60041,,1295,840,175,110,50,120,1317,923,114,845,1.09880952380952
Illinois,,60042,,830,485,125,80,30,110,823,533,84,510,1.09896907216495
Illinois,,60044,,1455,1080,80,125,105,65,1624,1281,145,1220,1.18611111111111
Illinois,,60045,,3535,2550,85,400,400,100,4342,3347,541,3150,1.31254901960784
Illinois,,60046,,3350,2280,360,270,130,310,3460,2505,293,2330,1.09868421052632
Illinois,,60047,,3435,2330,240,330,175,360,3801,2767,378,2540,1.18755364806867
Illinois,,60048,,3860,2780,290,385,195,210,4225,3216,434,3080,1.1568345323741
Illinois,,60060,,3175,2225,270,275,155,250,3262,2443,301,2405,1.09797752808989
Illinois,,60061,,1980,1380,175,210,85,130,2154,1581,246,1550,1.14565217391304
Illinois,,60064,,1990,1015,430,175,65,305,1579,905,150,1130,0.891625615763547
Illinois,,60069,,1600,1200,60,120,120,100,1907,1526,155,1335,1.27166666666667
Illinois,,60073,,3775,2135,655,360,160,465,3497,2207,343,2265,1.03372365339578
Illinois,,60075,,25,15,5,5,0,0,24,13,5,20,0.866666666666667
Illinois,,60079,,260,130,65,25,5,35,209,115,19,135,0.884615384615385
Illinois,,60083,,990,720,75,75,45,75,1054,806,84,705,1.11944444444444
Illinois,,60084,,1920,1340,180,205,70,125,1987,1453,220,1440,1.08432835820896
Illinois,,60085,,6730,3750,1280,505,295,900,5769,3599,454,4120,0.959733333333333
Illinois,,60087,,3300,2150,440,275,175,260,3191,2260,269,2305,1.05116279069767
Illinois,,60088,,50,10,10,5,0,25,34,8,5,10,0.8
Illinois,,60096,,1025,665,140,80,45,95,1085,745,86,685,1.1203007518797
Illinois,,60099,,4100,2290,730,330,145,605,3743,2374,307,2465,1.03668122270742
Illinois,West Frankfort,,,23195,13730,3360,2915,1465,1725,20550,13078,2679,16050,
Illinois,,62812,,2845,1685,390,410,160,200,2507,1600,367,2005,0.949554896142433
Illinois,,62819,,125,65,30,15,5,10,107,63,11,75,0.969230769230769
Illinois,,62822,,810,455,125,115,50,65,725,440,107,550,0.967032967032967
Illinois,,62825,,70,35,15,10,5,5,59,31,9,40,0.885714285714286
Illinois,,62836,,150,90,20,25,10,5,135,81,25,110,0.9
Illinois,,62841,,55,25,10,10,5,5,47,23,8,35,0.92
Illinois,,62856,,95,35,25,10,10,15,78,35,11,45,1
Illinois,,62865,,410,235,75,45,30,25,382,228,40,270,0.970212765957447
Illinois,,62874,,90,50,15,10,5,10,74,44,10,60,0.88
Illinois,,62884,,770,430,115,95,65,65,677,414,85,510,0.962790697674419
Illinois,,62890,,585,325,100,55,60,45,508,301,43,375,0.926153846153846
Illinois,,62891,,145,80,30,15,10,10,130,74,20,100,0.925
Illinois,,62896,,3055,1720,465,405,230,235,2716,1669,380,2115,0.970348837209302
Illinois,,62897,,110,65,20,15,10,0,95,58,12,70,0.892307692307692
Illinois,,62915,,175,105,30,20,10,10,152,98,17,120,0.933333333333333
Illinois,,62918,,1410,905,170,160,80,95,1206,813,144,1005,0.898342541436464
Illinois,,62921,,100,50,20,20,0,10,82,45,16,60,0.9
Illinois,,62922,,765,475,130,60,55,45,688,446,55,480,0.938947368421053
Illinois,,62933,,400,195,80,45,15,65,326,179,38,225,0.917948717948718
Illinois,,62948,,2705,1665,370,340,140,190,2437,1605,325,1950,0.963963963963964
Illinois,,62949,,215,110,45,30,15,15,181,97,28,140,0.881818181818182
Illinois,,62951,,1295,755,180,180,70,110,1138,718,163,895,0.950993377483444
Illinois,,62959,,5675,3570,715,670,355,365,5089,3436,617,4095,0.962464985994398
Illinois,,62974,,295,150,50,40,30,25,267,152,37,185,1.01333333333333
Illinois,,62983,,410,235,70,45,20,40,356,218,41,255,0.927659574468085
Illinois,,62999,,435,220,65,70,20,60,373,203,63,280,0.922727272727273
Illinois,Woodridge,,,41845,30460,3090,3940,2165,2190,45608,35134,4435,33430,
Illinois,,60137,,5195,3810,340,495,300,250,5744,4453,571,4260,1.16876640419948
Illinois,,60138,,85,60,15,0,5,5,80,62,0,55,1.03333333333333
Illinois,,60139,,2485,1545,370,220,140,210,2410,1645,223,1670,1.06472491909385
Illinois,,60514,,1285,945,65,125,65,85,1413,1101,142,1035,1.16507936507937
Illinois,,60515,,5020,3635,320,510,220,335,5321,4060,545,4100,1.11691884456671
Illinois,,60516,,4370,3295,295,390,210,180,4768,3761,444,3540,1.14142640364188
Illinois,,60517,,2760,1865,335,220,105,235,2854,2077,243,1895,1.11367292225201
Illinois,,60521,,2425,1780,100,255,190,100,2879,2231,330,2110,1.25337078651685
Illinois,,60522,,85,55,10,10,5,5,94,64,12,60,1.16363636363636
Illinois,,60523,,3220,2515,80,335,225,65,3860,3165,399,2905,1.25844930417495
Illinois,,60527,,4635,3490,280,435,260,170,5286,4193,502,3825,1.20143266475645
Illinois,,60532,,2990,2130,270,310,120,160,3226,2410,340,2310,1.13145539906103
Illinois,,60559,,3110,2135,325,310,125,215,3194,2342,317,2330,1.09695550351288
Illinois,,60561,,4180,3200,285,325,195,175,4480,3569,370,3335,1.1153125
Illinois,Woodstock,,,38315,26745,3945,3255,1600,2770,40022,29619,3531,27815,
Illinois,,60012,,1155,835,85,110,55,70,1301,997,123,895,1.1940119760479
Illinois,,60013,,2335,1615,235,205,90,190,2494,1821,231,1695,1.12755417956656
Illinois,,60014,,5230,3570,540,505,205,410,5506,3999,573,3825,1.12016806722689
Illinois,,60021,,620,420,65,55,30,50,627,451,58,445,1.07380952380952
Illinois,,60033,,1830,1230,225,150,75,150,1793,1292,150,1285,1.05040650406504
Illinois,,60034,,325,220,30,35,20,20,321,233,34,240,1.05909090909091
Illinois,,60039,,105,60,20,10,5,10,110,71,10,60,1.18333333333333
Illinois,,60050,,5170,3450,615,515,205,385,5315,3766,531,3735,1.09159420289855
Illinois,,60051,,1845,1260,230,140,70,145,1949,1410,156,1245,1.11904761904762
Illinois,,60071,,540,390,45,45,30,30,564,433,46,415,1.11025641025641
Illinois,,60072,,120,80,10,10,10,10,117,85,12,85,1.0625
Illinois,,60081,,1010,700,125,70,30,85,1059,773,77,665,1.10428571428571
Illinois,,60097,,1375,770,240,110,75,180,1312,820,111,805,1.06493506493506
Illinois,,60098,,4290,2855,485,365,200,385,4314,3114,377,3060,1.0907180385289
Illinois,,60102,,2755,1950,250,225,115,215,2928,2201,246,2010,1.12871794871795
Illinois,,60142,,5685,4705,275,385,215,105,6251,5262,459,4640,1.11838469713071
Illinois,,60152,,1900,1370,185,150,80,115,1968,1489,156,1420,1.08686131386861
Illinois,,60156,,1770,1090,255,150,75,200,1826,1212,154,1105,1.11192660550459
Illinois,,60180,,255,175,30,20,15,15,262,189,27,185,1.08
Illinois,,,,,,,,,,,,,,
Illinois,,,,,,,,,,,,,,
Indiana,All areas c,,,48434281,30460839,6518989,4749379,2680259,4024815,44351668,30521816,4470918,34019044,
Indiana,,,"Total, Indiana",1063850,672312,141821,106189,54394,89134,1022933,709166,106676,742096,
Indiana,Anderson,,,59855,39725,6660,5645,3115,4710,60685,43966,5909,42575,
Indiana,,46001,,2415,1565,290,255,125,180,2379,1690,252,1690,1.07987220447284
Indiana,,46011,,3895,2655,380,355,235,270,4069,3020,387,2900,1.13747645951036
Indiana,,46012,,4345,3030,420,385,250,260,4461,3378,396,3220,1.11485148514852
Indiana,,46013,,4615,3080,545,490,240,260,4587,3289,504,3380,1.06785714285714
Indiana,,46015,,245,85,95,10,5,50,215,97,10,85,1.14117647058824
Indiana,,46016,,3595,1790,835,415,145,410,3124,1831,371,2065,1.02290502793296
Indiana,,46017,,1410,920,165,130,85,110,1417,1019,135,970,1.10760869565217
Indiana,,46018,,320,135,85,25,5,70,295,152,22,150,1.12592592592593
Indiana,,46030,,530,365,55,35,25,50,501,378,30,375,1.03561643835616
Indiana,,46031,,385,245,50,35,20,35,370,251,35,255,1.02448979591837
Indiana,,46032,,4045,2875,295,395,230,250,4526,3442,460,3145,1.19721739130435
Indiana,,46033,,3480,2625,150,285,240,180,3968,3165,339,2790,1.20571428571429
Indiana,,46034,,905,655,75,70,35,70,923,706,78,655,1.07786259541985
Indiana,,46036,,2695,1645,400,275,135,240,2514,1698,266,1790,1.0322188449848
Indiana,,46037,,1485,935,140,140,75,195,1583,1089,157,975,1.16470588235294
Indiana,,46038,,2540,1730,235,245,115,215,2716,1987,277,1855,1.1485549132948
Indiana,,46040,,1190,790,135,115,55,95,1143,819,116,850,1.03670886075949
Indiana,,46044,,600,400,85,45,25,45,597,428,47,410,1.07
Indiana,,46048,,250,135,40,30,15,30,227,136,29,150,1.00740740740741
Indiana,,46051,,495,340,50,45,30,30,490,366,47,380,1.07647058823529
Indiana,,46055,,685,435,70,50,30,100,671,479,48,430,1.10114942528736
Indiana,,46056,,460,305,55,30,35,35,460,342,31,305,1.12131147540984
Indiana,,46060,,3410,2210,395,345,160,300,3329,2368,358,2380,1.07149321266968
Indiana,,46061,,135,95,20,5,5,10,126,100,7,95,1.05263157894737
Indiana,,46062,,2725,1975,205,230,140,175,2914,2244,266,2070,1.13620253164557
Indiana,,46063,,60,35,5,10,5,5,59,36,11,45,1.02857142857143
Indiana,,46064,,1695,1160,165,150,105,115,1742,1297,153,1200,1.11810344827586
Indiana,,46069,,1065,675,115,110,55,110,1017,707,109,740,1.04740740740741
Indiana,,46070,,435,265,55,50,30,35,427,286,53,295,1.07924528301887
Indiana,,46074,,1460,940,165,165,55,135,1510,1048,173,1025,1.11489361702128
Indiana,,46082,,170,65,40,10,5,50,152,80,11,90,1.23076923076923
Indiana,,46117,,120,85,10,10,5,10,121,90,9,90,1.05882352941176
Indiana,,46140,,6105,4120,675,565,315,430,6095,4454,573,4370,1.08106796116505
Indiana,,46154,,35,20,10,5,0,0,33,18,4,20,0.9
Indiana,,46163,,1545,1120,125,100,60,140,1616,1242,112,1100,1.10892857142857
Indiana,,46186,,310,220,25,30,20,15,300,227,31,230,1.03181818181818
Indiana,Auburn,,,20560,13260,2830,1870,840,1760,19551,13728,1845,14045,
Indiana,,46701,,1240,800,180,100,55,105,1174,821,97,840,1.02625
Indiana,,46703,,3060,2035,380,300,120,225,2947,2144,289,2125,1.05356265356265
Indiana,,46705,,305,170,50,25,25,35,263,168,21,195,0.988235294117647
Indiana,,46706,,3170,2120,355,310,125,260,3135,2261,324,2290,1.06650943396226
Indiana,,46710,,745,490,100,65,30,60,695,500,59,505,1.02040816326531
Indiana,,46721,,800,475,125,70,30,100,728,484,65,500,1.01894736842105
Indiana,,46730,,235,140,40,15,15,25,216,144,14,145,1.02857142857143
Indiana,,46732,,385,205,90,25,15,50,358,215,26,220,1.04878048780488
Indiana,,46737,,1345,935,150,115,70,75,1308,971,113,970,1.03850267379679
Indiana,,46738,,1255,755,205,115,40,140,1161,764,115,790,1.01192052980132
Indiana,,46742,,645,460,65,55,30,35,635,486,58,480,1.05652173913043
Indiana,,46747,,465,310,60,30,20,45,450,325,31,310,1.04838709677419
Indiana,,46755,,2700,1645,460,290,95,210,2542,1680,283,1845,1.02127659574468
Indiana,,46760,,230,165,25,20,5,15,220,167,20,160,1.01212121212121
Indiana,,46763,,260,180,15,25,15,25,252,183,28,185,1.01666666666667
Indiana,,46767,,880,560,130,75,35,80,806,557,68,600,0.994642857142857
Indiana,,46776,,330,210,45,30,10,35,308,212,28,225,1.00952380952381
Indiana,,46779,,405,275,45,30,20,35,374,273,28,290,0.992727272727273
Indiana,,46784,,525,330,85,55,20,35,504,349,52,345,1.05757575757576
Indiana,,46785,,225,155,20,15,10,25,216,162,18,155,1.04516129032258
Indiana,,46788,,365,235,40,30,15,45,359,253,32,240,1.07659574468085
Indiana,,46793,,675,420,110,50,25,70,614,420,53,420,1
Indiana,,46794,,265,160,45,20,15,25,237,159,18,175,0.99375
Indiana,,46796,,50,30,10,5,0,5,48,30,5,35,1
Indiana,Bloomington,,,47410,30260,6415,4600,2580,3555,44283,30796,4458,33075,
Indiana,,46111,,70,40,10,5,5,10,64,39,6,40,0.975
Indiana,,46125,,35,20,5,0,0,10,32,20,2,20,1
Indiana,,46151,,5370,3395,720,525,300,430,5189,3588,533,3650,1.05684830633284
Indiana,,46157,,500,325,60,45,40,30,502,352,48,350,1.08307692307692
Indiana,,46158,,3640,2335,455,365,215,270,3634,2524,370,2530,1.08094218415418
Indiana,,46160,,1085,705,145,85,60,90,1039,739,85,735,1.04822695035461
Indiana,,46166,,420,220,75,45,20,60,359,220,38,230,1
Indiana,,47401,,4995,3695,345,425,285,245,5320,4225,470,4025,1.14343707713126
Indiana,,47402,,450,140,190,30,15,75,349,144,25,155,1.02857142857143
Indiana,,47403,,3905,2475,635,340,150,305,3527,2437,317,2640,0.984646464646465
Indiana,,47404,,2720,1820,390,210,115,185,2508,1816,205,1890,0.997802197802198
Indiana,,47407,,80,45,15,10,5,5,78,49,8,50,1.08888888888889
Indiana,,47408,,2405,1690,200,250,125,140,2496,1886,279,1895,1.11597633136095
Indiana,,47420,,70,35,20,5,5,5,58,32,4,40,0.914285714285714
Indiana,,47421,,5930,3765,780,600,350,435,5324,3657,553,4195,0.971314741035857
Indiana,,47424,,1715,1075,225,185,100,130,1404,940,157,1205,0.874418604651163
Indiana,,47426,,60,30,15,5,5,5,56,35,4,30,1.16666666666667
Indiana,,47427,,245,130,40,25,25,25,211,120,25,155,0.923076923076923
Indiana,,47429,,1020,635,160,110,35,80,944,629,103,685,0.990551181102362
Indiana,,47431,,280,170,35,25,25,25,251,168,24,180,0.988235294117647
Indiana,,47433,,740,450,115,65,50,60,684,451,67,495,1.00222222222222
Indiana,,47434,,60,45,5,5,5,0,54,42,3,45,0.933333333333333
Indiana,,47436,,305,170,55,35,15,30,275,170,29,185,1
Indiana,,47437,,40,20,5,5,5,5,29,20,4,25,1
Indiana,,47438,,1015,560,185,125,65,80,875,523,118,665,0.933928571428572
Indiana,,47441,,2155,1280,315,275,135,150,1868,1199,254,1505,0.93671875
Indiana,,47443,,285,170,40,35,10,30,245,156,35,190,0.917647058823529
Indiana,,47445,,25,20,0,5,0,0,24,16,4,20,0.8
Indiana,,47446,,2085,1230,310,250,120,175,1801,1176,217,1390,0.95609756097561
Indiana,,47449,,110,60,15,15,10,10,84,48,12,70,0.8
Indiana,,47451,,280,200,30,25,10,15,251,183,23,210,0.915
Indiana,,47453,,75,45,15,10,0,5,61,37,7,50,0.822222222222222
Indiana,,47455,,45,25,5,5,0,10,40,27,5,30,1.08
Indiana,,47456,,220,130,35,15,15,25,211,135,16,140,1.03846153846154
Indiana,,47458,,50,40,5,0,0,5,46,38,2,40,0.95
Indiana,,47459,,555,325,100,50,25,55,499,316,49,345,0.972307692307692
Indiana,,47460,,2285,1435,335,220,120,175,2070,1409,202,1570,0.981881533101045
Indiana,,47462,,705,425,125,50,40,65,594,391,41,440,0.92
Indiana,,47463,,45,25,15,0,0,5,41,24,2,25,0.96
Indiana,,47464,,55,35,5,5,5,5,45,30,4,40,0.857142857142857
Indiana,,47465,,175,120,20,15,10,10,154,112,14,125,0.933333333333333
Indiana,,47467,,15,10,5,0,0,0,10,7,0,10,0.7
Indiana,,47468,,250,180,30,15,10,15,248,190,16,180,1.05555555555556
Indiana,,47470,,240,135,40,25,15,25,194,119,21,155,0.881481481481482
Indiana,,47471,,600,380,85,60,35,40,501,332,56,425,0.873684210526316
Indiana,Columbus,,,55885,36520,6935,5335,2875,4220,54331,38754,5365,39520,
Indiana,,46106,,670,450,80,60,30,50,694,504,63,475,1.12
Indiana,,46110,,75,55,5,5,5,5,75,59,7,55,1.07272727272727
Indiana,,46124,,1310,760,235,125,75,115,1181,753,124,830,0.990789473684211
Indiana,,46126,,800,510,110,70,55,55,790,547,74,540,1.07254901960784
Indiana,,46130,,380,260,35,35,25,25,373,281,35,265,1.08076923076923
Indiana,,46131,,5170,3525,580,475,235,355,5014,3693,483,3835,1.04765957446809
Indiana,,46142,,4640,3270,445,430,205,290,4847,3658,453,3380,1.11865443425076
Indiana,,46143,,5550,3905,550,460,255,380,5721,4294,503,4090,1.09961587708067
