.id,place,zip,place_of_total,total_number,retired_number,disabled_number,widow_number,spouse_number,children_number,total_benefits,retired_benefits,widow_benefits,age65_benefits,zip_ben
Illinois,,61426,,20,15,0,5,0,0,17,13,2,15,0.866666666666667
Illinois,,61427,,485,310,60,55,35,25,450,306,61,345,0.987096774193548
Illinois,,61431,,100,65,5,10,15,5,90,67,10,80,1.03076923076923
Illinois,,61432,,150,105,10,20,10,5,138,102,23,125,0.971428571428571
Illinois,,61433,,25,15,0,5,0,5,25,17,2,15,1.13333333333333
Illinois,,61441,,230,140,20,25,30,15,212,145,25,175,1.03571428571429
Illinois,,61449,,140,95,10,10,10,15,119,90,9,110,0.947368421052632
Illinois,,61451,,60,30,5,10,5,10,51,28,7,35,0.933333333333333
Illinois,,61459,,105,60,15,5,15,10,90,60,6,75,1
Illinois,,61477,,155,90,15,25,15,10,147,93,27,120,1.03333333333333
Illinois,,61479,,30,20,0,5,5,0,32,25,5,30,1.25
Illinois,,61482,,140,95,10,20,10,5,128,87,22,110,0.91578947368421
Illinois,,61483,,475,305,25,85,35,25,438,306,76,375,1.00327868852459
Illinois,,61484,,205,125,20,20,25,15,173,115,20,160,0.92
Illinois,,61491,,510,325,40,75,45,25,492,339,77,405,1.04307692307692
Illinois,,61501,,445,295,30,60,40,20,393,275,56,365,0.932203389830508
Illinois,,61516,,155,95,5,30,20,5,154,103,34,140,1.08421052631579
Illinois,,61517,,520,350,45,55,45,25,523,378,63,410,1.08
Illinois,,61519,,50,30,0,10,5,5,48,31,11,40,1.03333333333333
Illinois,,61520,,3785,2390,345,510,280,260,3460,2375,505,2885,0.993723849372385
Illinois,,61523,,1970,1330,200,220,115,105,1926,1380,232,1445,1.03759398496241
Illinois,,61524,,75,40,10,10,10,5,71,45,11,50,1.125
Illinois,,61525,,810,605,35,75,60,35,864,676,82,625,1.11735537190083
Illinois,,61526,,180,105,10,20,20,25,186,125,23,135,1.19047619047619
Illinois,,61528,,310,230,25,25,10,20,311,244,26,220,1.06086956521739
Illinois,,61529,,585,425,30,75,40,15,591,445,79,475,1.04705882352941
Illinois,,61530,,1185,835,75,150,75,50,1166,874,152,990,1.04670658682635
Illinois,,61531,,715,435,60,110,65,45,671,437,116,545,1.00459770114943
Illinois,,61533,,455,300,45,45,45,20,453,321,44,340,1.07
Illinois,,61536,,615,410,50,80,45,30,619,440,84,465,1.07317073170732
Illinois,,61537,,670,430,60,105,45,30,653,447,104,530,1.03953488372093
Illinois,,61539,,45,20,10,10,0,5,43,22,9,30,1.1
Illinois,,61540,,660,445,45,100,45,25,648,457,106,520,1.02696629213483
Illinois,,61541,,30,20,5,5,0,0,32,22,6,20,1.1
Illinois,,61542,,995,600,110,140,100,45,903,601,135,750,1.00166666666667
Illinois,,61543,,35,25,5,5,0,0,32,23,3,25,0.92
Illinois,,61544,,180,125,10,20,15,10,170,120,23,135,0.96
Illinois,,61545,,120,65,15,15,10,15,115,66,17,80,1.01538461538462
Illinois,,61547,,460,310,40,35,35,40,464,333,36,305,1.0741935483871
Illinois,,61548,,1655,1165,100,190,115,85,1668,1248,198,1300,1.07124463519313
Illinois,,61552,,50,35,5,5,0,5,53,43,5,35,1.22857142857143
Illinois,,61553,,65,45,5,5,10,0,54,42,3,50,0.933333333333333
Illinois,,61559,,620,395,50,70,65,40,615,428,72,460,1.08354430379747
Illinois,,61561,,535,380,25,60,55,15,525,400,66,460,1.05263157894737
Illinois,,61562,,60,45,5,10,0,0,58,49,6,45,1.08888888888889
Illinois,,61563,,155,95,20,10,15,15,140,99,12,105,1.04210526315789
Illinois,,61565,,270,180,25,20,25,20,266,197,21,190,1.09444444444444
Illinois,,61569,,265,190,20,20,20,15,257,196,22,210,1.03157894736842
Illinois,,61570,,325,220,25,45,20,15,313,223,52,255,1.01363636363636
Illinois,,61601,,160,55,60,10,5,30,126,60,8,55,1.09090909090909
Illinois,,61602,,230,100,85,20,5,20,215,113,23,115,1.13
Illinois,,61603,,2435,1220,495,240,95,385,2049,1208,224,1370,0.990163934426229
Illinois,,61604,,6285,3890,885,690,305,515,5894,4003,699,4450,1.02904884318766
Illinois,,61605,,3100,1565,645,340,125,425,2490,1488,292,1820,0.950798722044729
Illinois,,61606,,625,375,105,50,15,80,578,401,55,410,1.06933333333333
Illinois,,61607,,2235,1585,185,225,145,95,2229,1664,234,1720,1.04984227129338
Illinois,,61612,,255,70,45,15,5,120,210,78,12,95,1.11428571428571
Illinois,,61614,,6055,4420,315,675,445,200,6417,4940,777,5140,1.11764705882353
Illinois,,61615,,3505,2445,285,390,230,155,3581,2688,416,2720,1.09938650306748
Illinois,,61616,,1210,780,160,135,75,60,1179,819,140,910,1.05
Illinois,,61650,,45,25,10,5,0,5,41,24,6,25,0.96
Illinois,,61651,,20,5,5,5,0,5,15,4,3,5,0.8
Illinois,,61652,,25,15,10,0,0,0,33,21,1,15,1.4
Illinois,,61653,,35,10,10,0,5,10,25,10,2,15,1
Illinois,,61654,,120,10,95,0,0,15,87,8,1,10,0.8
Illinois,,61729,,140,105,5,10,15,5,139,107,13,110,1.01904761904762
Illinois,,61738,,740,480,85,70,45,60,700,490,75,535,1.02083333333333
Illinois,,61742,,165,115,20,10,10,10,171,129,13,120,1.12173913043478
Illinois,,61760,,520,350,25,90,35,20,502,349,95,435,0.997142857142857
Illinois,,61771,,145,95,25,10,5,10,141,99,12,95,1.04210526315789
Illinois,Peru,,,31920,21390,3210,3520,1760,2040,30730,21985,3623,24105,
Illinois,,60470,,125,75,15,10,10,15,118,82,12,85,1.09333333333333
Illinois,,60518,,645,420,80,55,40,50,621,436,60,455,1.03809523809524
Illinois,,60531,,255,170,25,20,20,20,262,187,23,185,1.1
Illinois,,60549,,110,75,10,10,10,5,113,85,9,85,1.13333333333333
Illinois,,60551,,540,345,60,55,25,55,519,358,58,355,1.03768115942029
Illinois,,60557,,20,15,5,0,0,0,21,17,1,15,1.13333333333333
Illinois,,61301,,2210,1480,300,215,75,140,2041,1480,214,1595,1
Illinois,,61312,,85,50,10,10,5,10,78,53,8,65,1.06
Illinois,,61314,,170,115,15,25,5,10,153,109,24,135,0.947826086956522
Illinois,,61315,,50,35,10,5,0,0,46,32,7,40,0.914285714285714
Illinois,,61316,,80,55,10,10,0,5,76,55,9,50,1
Illinois,,61317,,105,65,15,15,0,10,109,72,16,75,1.10769230769231
Illinois,,61320,,115,85,15,10,0,5,115,86,8,90,1.01176470588235
Illinois,,61321,,60,35,10,5,5,5,56,38,5,40,1.08571428571429
Illinois,,61322,,325,225,35,35,5,25,295,217,37,250,0.964444444444444
Illinois,,61323,,20,10,5,5,0,0,19,12,3,15,1.2
Illinois,,61325,,210,130,20,30,20,10,215,145,34,155,1.11538461538462
Illinois,,61326,,475,305,40,60,30,40,462,321,61,355,1.05245901639344
Illinois,,61327,,245,175,15,30,15,10,245,182,33,195,1.04
Illinois,,61329,,270,215,10,25,15,5,272,219,31,230,1.01860465116279
Illinois,,61330,,285,180,20,35,25,25,260,180,32,205,1
Illinois,,61332,,40,30,0,5,5,0,40,30,6,35,1
Illinois,,61334,,165,110,20,15,10,10,169,112,21,125,1.01818181818182
Illinois,,61335,,120,90,5,10,10,5,119,93,12,90,1.03333333333333
Illinois,,61336,,120,75,15,15,10,5,105,73,11,85,0.973333333333333
Illinois,,61337,,90,65,10,10,0,5,90,68,9,70,1.04615384615385
Illinois,,61338,,95,70,5,10,10,0,91,74,10,80,1.05714285714286
Illinois,,61340,,65,45,5,10,5,0,63,46,6,60,1.02222222222222
Illinois,,61341,,1555,930,205,215,85,120,1530,975,223,1080,1.04838709677419
Illinois,,61342,,1850,1270,165,225,110,80,1791,1312,230,1475,1.03307086614173
Illinois,,61344,,85,50,5,15,10,5,79,52,15,70,1.04
Illinois,,61345,,195,130,15,20,15,15,179,130,24,150,1
Illinois,,61346,,30,15,5,5,5,0,26,16,4,25,1.06666666666667
Illinois,,61348,,1110,815,85,110,55,45,1065,819,111,905,1.00490797546012
Illinois,,61349,,230,155,15,30,15,15,219,155,32,180,1
Illinois,,61350,,5175,3295,585,630,280,385,5009,3442,647,3795,1.04461305007587
Illinois,,61354,,2670,1940,190,245,125,170,2629,2007,264,2150,1.03453608247423
Illinois,,61356,,2635,1785,240,300,170,140,2520,1813,311,2055,1.0156862745098
Illinois,,61358,,105,70,15,5,10,5,97,69,6,80,0.985714285714286
Illinois,,61359,,60,50,5,5,0,0,60,49,4,45,0.98
Illinois,,61360,,665,445,75,70,35,40,655,463,70,485,1.04044943820225
Illinois,,61361,,360,250,35,30,25,20,332,243,31,290,0.972
Illinois,,61362,,1195,815,140,120,55,65,1154,827,120,910,1.01472392638037
Illinois,,61363,,55,40,5,10,0,0,57,43,7,45,1.075
Illinois,,61364,,4770,3135,485,540,260,350,4575,3240,551,3510,1.03349282296651
Illinois,,61368,,340,250,25,30,25,10,323,249,31,270,0.996
Illinois,,61370,,305,225,10,30,20,20,288,225,33,255,1
Illinois,,61371,,30,10,5,5,0,10,21,11,4,15,1.1
Illinois,,61372,,40,25,5,5,0,5,40,24,8,35,0.96
Illinois,,61373,,365,245,30,35,30,25,366,267,37,280,1.08979591836735
Illinois,,61374,,25,20,0,5,0,0,21,15,5,20,0.75
Illinois,,61376,,510,350,30,60,45,25,486,356,61,420,1.01714285714286
Illinois,,61379,,255,170,30,25,20,10,228,159,26,185,0.935294117647059
Illinois,,61560,,210,160,20,10,10,10,196,155,11,155,0.96875
Illinois,Prospect Heights,,,105930,79995,6625,9480,5175,4655,115432,91598,10874,88285,
Illinois,,60004,,8810,6780,475,820,415,320,9743,7770,971,7490,1.14601769911504
Illinois,,60005,,5410,3950,345,535,250,330,5924,4569,598,4465,1.15670886075949
Illinois,,60006,,65,45,5,10,0,5,68,49,13,50,1.08888888888889
Illinois,,60007,,5445,4125,395,460,210,255,5890,4675,513,4360,1.13333333333333
Illinois,,60008,,3105,2205,235,290,135,240,3315,2492,329,2420,1.13015873015873
Illinois,,60009,,30,15,10,0,0,5,34,20,1,15,1.33333333333333
Illinois,,60016,,9380,6915,770,770,405,520,9578,7497,814,7525,1.08416485900217
Illinois,,60017,,60,35,15,5,0,5,58,38,3,35,1.08571428571429
Illinois,,60018,,4540,3285,410,400,165,280,4628,3564,418,3555,1.08493150684932
Illinois,,60025,,7125,5475,330,650,415,255,8148,6572,788,6165,1.20036529680365
Illinois,,60026,,2160,1615,85,245,150,65,2617,2058,324,1885,1.27430340557276
Illinois,,60029,,100,75,0,5,20,0,121,98,9,95,1.30666666666667
Illinois,,60053,,5030,3950,270,380,245,185,5340,4392,428,4320,1.11189873417722
Illinois,,60056,,9350,7315,520,775,440,300,9934,8120,850,7945,1.11004784688995
Illinois,,60062,,9225,7025,345,900,640,315,11085,8910,1167,8110,1.26832740213523
Illinois,,60065,,65,50,5,5,5,0,79,62,8,55,1.24
Illinois,,60067,,5130,3790,310,450,295,285,5706,4452,527,4120,1.17467018469657
Illinois,,60068,,7535,5845,325,685,390,290,8490,6872,802,6490,1.17570573139435
Illinois,,60070,,2245,1710,130,210,100,95,2453,1953,235,1860,1.14210526315789
Illinois,,60074,,3935,2860,355,335,165,220,4154,3200,365,3055,1.11888111888112
Illinois,,60078,,80,50,15,5,5,5,87,58,6,55,1.16
Illinois,,60082,,180,180,0,0,0,0,75,75,0,180,0.416666666666667
Illinois,,60089,,4900,3655,345,435,210,255,5439,4249,511,3990,1.1625170998632
Illinois,,60090,,4250,3005,435,415,175,220,4388,3302,443,3305,1.09883527454243
Illinois,,60714,,7775,6040,495,695,340,205,8051,6531,750,6740,1.08129139072848
Illinois,Quincy,,,30685,20330,3140,3525,1890,1800,27099,19190,3327,23550,
Illinois,,61411,,100,75,5,10,10,0,101,82,9,90,1.09333333333333
Illinois,,61416,,50,25,15,5,5,0,43,23,5,30,0.92
Illinois,,61420,,270,180,15,35,25,15,234,175,28,215,0.972222222222222
Illinois,,61422,,755,500,85,95,40,35,665,466,90,565,0.932
Illinois,,61438,,185,135,10,15,15,10,167,126,16,150,0.933333333333333
Illinois,,61440,,180,135,10,20,10,5,162,123,19,150,0.911111111111111
Illinois,,61450,,435,285,35,60,30,25,374,260,57,345,0.912280701754386
Illinois,,61452,,50,30,5,5,0,10,41,25,6,30,0.833333333333333
Illinois,,61455,,2920,1960,250,380,165,165,2450,1720,366,2350,0.877551020408163
Illinois,,61470,,120,65,20,20,10,5,101,60,16,85,0.923076923076923
Illinois,,61475,,40,25,5,5,0,5,33,23,6,30,0.92
Illinois,,62301,,7375,4880,890,800,335,470,6630,4706,765,5535,0.964344262295082
Illinois,,62305,,3730,2715,295,320,240,160,3572,2746,326,2950,1.01141804788214
Illinois,,62306,,155,90,35,15,5,10,129,86,13,105,0.955555555555556
Illinois,,62311,,240,145,30,35,15,15,204,132,29,180,0.910344827586207
Illinois,,62312,,545,340,65,80,25,35,460,304,70,405,0.894117647058824
Illinois,,62313,,80,45,10,15,5,5,72,41,14,60,0.911111111111111
Illinois,,62314,,125,65,20,15,15,10,87,51,11,85,0.784615384615385
Illinois,,62316,,130,80,10,15,10,15,102,69,14,100,0.8625
Illinois,,62318,,20,15,0,0,5,0,16,12,3,15,0.8
Illinois,,62319,,50,35,5,5,5,0,41,31,4,45,0.885714285714286
Illinois,,62320,,420,280,30,50,25,35,353,248,46,330,0.885714285714286
Illinois,,62321,,960,620,90,120,65,65,863,601,119,760,0.969354838709677
Illinois,,62323,,75,55,0,5,15,0,64,52,2,70,0.945454545454546
Illinois,,62324,,295,185,35,25,25,25,226,153,22,220,0.827027027027027
Illinois,,62325,,80,50,10,10,5,5,68,47,8,55,0.94
Illinois,,62326,,535,355,65,60,30,25,454,313,56,410,0.88169014084507
Illinois,,62329,,20,15,0,0,5,0,18,17,1,15,1.13333333333333
Illinois,,62330,,435,305,45,45,25,15,405,298,44,335,0.977049180327869
Illinois,,62334,,55,30,10,10,5,0,52,32,9,40,1.06666666666667
Illinois,,62336,,30,25,0,0,0,5,27,23,1,20,0.92
Illinois,,62338,,220,155,20,15,10,20,193,142,16,155,0.916129032258065
Illinois,,62339,,210,135,10,35,15,15,171,113,34,175,0.837037037037037
Illinois,,62340,,375,235,45,50,25,20,328,219,46,285,0.931914893617021
Illinois,,62341,,790,520,80,95,45,50,747,525,96,605,1.00961538461538
Illinois,,62343,,165,100,20,20,10,15,138,89,19,120,0.89
Illinois,,62344,,35,20,0,10,5,0,27,16,7,30,0.8
Illinois,,62345,,70,50,5,5,0,10,58,44,5,50,0.88
Illinois,,62346,,60,40,5,10,5,0,51,35,7,50,0.875
Illinois,,62347,,405,250,45,40,35,35,337,227,37,280,0.908
Illinois,,62348,,30,15,5,5,0,5,27,18,3,20,1.2
Illinois,,62349,,125,70,20,15,15,5,103,65,12,85,0.928571428571429
Illinois,,62351,,345,225,30,45,30,15,297,211,39,280,0.937777777777778
Illinois,,62352,,40,30,5,5,0,0,40,29,5,35,0.966666666666667
Illinois,,62353,,770,485,95,95,50,45,652,445,90,575,0.917525773195876
Illinois,,62354,,415,295,25,45,25,25,388,290,45,335,0.983050847457627
Illinois,,62355,,195,105,30,25,20,15,158,94,21,130,0.895238095238095
Illinois,,62356,,145,95,15,20,10,5,129,86,21,115,0.905263157894737
Illinois,,62357,,70,40,15,5,0,10,58,35,4,45,0.875
Illinois,,62358,,125,85,15,15,5,5,120,81,18,90,0.952941176470588
Illinois,,62359,,35,20,0,5,5,5,28,19,6,25,0.95
Illinois,,62360,,320,210,35,35,20,20,275,194,28,230,0.923809523809524
Illinois,,62361,,120,60,15,20,10,15,97,57,17,80,0.95
Illinois,,62362,,105,70,5,15,10,5,86,63,13,85,0.9
Illinois,,62363,,1545,1045,145,180,100,75,1324,964,158,1235,0.922488038277512
Illinois,,62365,,120,80,15,15,5,5,103,72,14,90,0.9
Illinois,,62366,,355,210,45,50,25,25,292,185,46,250,0.880952380952381
Illinois,,62367,,295,185,30,35,25,20,245,166,32,220,0.897297297297297
Illinois,,62370,,120,65,20,15,10,10,100,62,12,85,0.953846153846154
Illinois,,62373,,65,40,5,5,10,5,61,41,8,50,1.025
Illinois,,62374,,70,50,5,10,5,0,57,41,8,60,0.82
Illinois,,62375,,55,35,5,15,0,0,53,33,13,45,0.942857142857143
Illinois,,62376,,220,140,20,25,15,20,203,140,24,165,1
Illinois,,62378,,210,130,15,25,25,15,188,130,22,160,1
Illinois,,62379,,475,310,50,55,35,25,423,295,50,365,0.951612903225806
Illinois,,62380,,95,60,15,10,10,0,81,53,7,70,0.883333333333333
Illinois,,62624,,135,75,15,20,15,10,112,71,15,100,0.946666666666667
Illinois,,62639,,65,45,10,0,5,5,57,42,2,40,0.933333333333333
Illinois,,62681,,1230,805,105,160,85,75,1076,756,149,960,0.939130434782609
Illinois,Rock Island,,,42780,28430,4465,4700,2695,2490,40016,28513,4704,31835,
Illinois,,61201,,7600,4795,1070,790,355,590,6954,4747,778,5380,0.989989572471324
Illinois,,61204,,245,115,65,20,5,40,202,106,17,125,0.921739130434783
Illinois,,61231,,1235,850,80,160,95,50,1143,835,159,1000,0.98235294117647
Illinois,,61232,,220,140,25,25,10,20,200,141,24,145,1.00714285714286
Illinois,,61233,,110,65,15,15,10,5,106,68,10,70,1.04615384615385
Illinois,,61234,,300,195,20,45,20,20,268,184,48,240,0.943589743589744
Illinois,,61235,,330,225,20,45,30,10,305,219,46,270,0.973333333333333
Illinois,,61236,,45,20,10,5,5,5,38,20,4,25,1
Illinois,,61238,,640,435,45,70,55,35,584,429,65,485,0.986206896551724
Illinois,,61239,,175,90,40,25,10,10,148,83,23,105,0.922222222222222
Illinois,,61240,,1105,790,95,105,60,55,1095,817,113,830,1.03417721518987
Illinois,,61241,,1150,685,150,140,95,80,1069,695,136,755,1.01459854014599
Illinois,,61242,,255,180,20,20,20,15,244,189,19,190,1.05
Illinois,,61244,,4680,3090,570,490,275,255,4369,3096,486,3440,1.00194174757282
Illinois,,61254,,2370,1670,115,290,190,105,2281,1711,288,1905,1.02455089820359
Illinois,,61256,,360,260,30,30,25,15,350,268,33,255,1.03076923076923
Illinois,,61257,,240,160,20,25,25,10,233,162,30,175,1.0125
Illinois,,61258,,35,30,0,0,5,0,32,28,2,25,0.933333333333333
Illinois,,61259,,255,175,20,25,20,15,241,176,26,180,1.00571428571429
Illinois,,61260,,190,115,20,25,20,10,171,108,29,130,0.939130434782609
Illinois,,61262,,150,115,10,10,10,5,148,122,9,120,1.06086956521739
Illinois,,61263,,115,70,20,10,5,10,103,66,11,75,0.942857142857143
Illinois,,61264,,2230,1520,270,215,105,120,2127,1532,209,1595,1.00789473684211
Illinois,,61265,,8495,5890,730,930,515,430,8097,5975,959,6600,1.01443123938879
Illinois,,61266,,105,50,30,5,0,20,91,50,7,50,1
Illinois,,61272,,360,210,40,50,45,15,327,209,45,265,0.995238095238095
Illinois,,61273,,585,425,25,60,50,25,575,434,63,460,1.02117647058824
Illinois,,61274,,70,45,5,5,15,0,64,48,6,60,1.06666666666667
Illinois,,61275,,695,475,65,45,60,50,674,501,48,490,1.05473684210526
Illinois,,61276,,45,30,5,5,5,0,51,36,7,35,1.2
Illinois,,61278,,110,75,10,5,10,10,109,84,7,80,1.12
Illinois,,61279,,200,135,10,20,25,10,184,139,17,165,1.02962962962963
Illinois,,61281,,390,260,35,40,25,30,381,268,41,270,1.03076923076923
Illinois,,61282,,1690,1095,185,215,100,95,1559,1088,216,1255,0.993607305936073
Illinois,,61284,,455,340,30,35,40,10,444,350,34,350,1.02941176470588
Illinois,,61413,,240,165,20,30,20,5,229,166,31,200,1.00606060606061
Illinois,,61419,,50,35,5,5,0,5,42,32,4,35,0.914285714285714
Illinois,,61434,,760,515,75,90,55,25,692,495,91,600,0.961165048543689
Illinois,,61442,,260,155,35,30,15,25,206,133,24,170,0.858064516129032
Illinois,,61443,,3175,2045,330,420,175,205,2877,1997,412,2410,0.976528117359413
Illinois,,61465,,285,195,25,30,25,10,260,190,29,225,0.974358974358974
Illinois,,61466,,75,55,5,5,5,5,71,55,6,60,1
Illinois,,61468,,15,10,5,0,0,0,15,8,1,10,0.8
Illinois,,61476,,85,40,10,15,10,10,83,43,18,60,1.075
Illinois,,61486,,335,215,35,45,25,15,307,215,38,250,1
Illinois,,61490,,265,180,20,30,25,10,256,186,33,215,1.03333333333333
Illinois,Rockford,,,66765,43360,8920,6040,3115,5330,65150,46029,6174,47000,
Illinois,,60113,,70,45,10,5,0,10,66,42,6,50,0.933333333333333
Illinois,,61007,,100,65,10,5,10,10,78,56,6,75,0.861538461538462
Illinois,,61008,,4915,3365,520,440,220,370,4877,3601,454,3530,1.07013372956909
Illinois,,61010,,1045,725,110,90,45,75,1040,764,97,765,1.05379310344828
Illinois,,61011,,400,290,35,30,30,15,412,322,28,300,1.11034482758621
Illinois,,61012,,325,210,45,20,20,30,306,221,20,220,1.05238095238095
Illinois,,61015,,160,105,25,15,10,5,161,110,12,110,1.04761904761905
Illinois,,61016,,685,490,75,45,35,40,709,536,48,485,1.09387755102041
Illinois,,61020,,290,170,50,20,15,35,270,175,18,175,1.02941176470588
Illinois,,61024,,500,330,55,45,45,25,461,327,42,395,0.990909090909091
Illinois,,61030,,455,305,45,45,25,35,417,297,47,355,0.973770491803279
Illinois,,61038,,210,150,25,10,10,15,212,161,10,150,1.07333333333333
Illinois,,61043,,25,15,5,0,0,5,27,20,1,20,1.33333333333333
Illinois,,61047,,360,235,30,40,30,25,341,237,41,280,1.00851063829787
Illinois,,61049,,85,60,5,10,0,10,84,57,10,65,0.95
Illinois,,61052,,160,115,10,10,10,15,158,123,12,125,1.0695652173913
Illinois,,61054,,920,630,95,105,45,45,875,644,100,715,1.02222222222222
Illinois,,61061,,1640,1150,145,165,85,95,1585,1175,162,1275,1.02173913043478
Illinois,,61063,,785,515,70,85,45,70,771,542,86,565,1.05242718446602
Illinois,,61064,,875,585,80,90,55,65,826,595,85,665,1.01709401709402
Illinois,,61065,,1130,720,150,85,45,130,1110,764,91,715,1.06111111111111
Illinois,,61068,,2315,1520,275,250,115,155,2197,1543,251,1700,1.01513157894737
Illinois,,61072,,1585,1120,120,140,85,120,1605,1195,153,1180,1.06696428571429
Illinois,,61073,,2195,1490,240,150,120,195,2279,1639,166,1460,1.1
Illinois,,61077,,30,20,5,0,5,0,28,20,2,20,1
Illinois,,61079,,25,20,5,0,0,0,28,21,2,20,1.05
Illinois,,61080,,1525,990,200,140,70,125,1459,1020,134,1055,1.03030303030303
Illinois,,61084,,500,345,45,40,25,45,501,380,37,355,1.10144927536232
Illinois,,61088,,880,590,95,65,60,70,861,624,68,630,1.05762711864407
Illinois,,61091,,25,20,0,5,0,0,25,19,2,15,0.95
Illinois,,61101,,4045,2170,900,345,140,490,3591,2208,321,2395,1.01751152073733
Illinois,,61102,,3200,1815,625,245,110,405,2866,1846,223,1915,1.01707988980716
Illinois,,61103,,4475,2725,755,465,175,355,4263,2867,469,3080,1.05211009174312
Illinois,,61104,,2600,1320,675,230,80,295,2213,1265,202,1450,0.958333333333333
Illinois,,61105,,170,65,60,10,0,35,139,64,6,60,0.984615384615385
Illinois,,61106,,75,25,30,10,0,10,57,23,6,25,0.92
Illinois,,61107,,6090,4335,515,585,350,305,6330,4812,651,4880,1.11003460207612
Illinois,,61108,,6020,4270,585,580,285,300,6076,4566,626,4705,1.06932084309133
Illinois,,61109,,4305,2730,735,325,200,315,4210,2918,324,2850,1.06886446886447
Illinois,,61110,,160,40,65,5,5,45,124,37,6,40,0.925
Illinois,,61111,,4000,2495,555,375,140,435,3938,2692,396,2700,1.07895791583166
Illinois,,61112,,50,35,0,10,5,0,53,42,9,45,1.2
Illinois,,61114,,3335,2475,180,350,205,125,3607,2828,400,2825,1.14262626262626
Illinois,,61115,,3655,2270,565,330,150,340,3558,2407,319,2345,1.06035242290749
Illinois,,61125,,150,85,35,10,5,15,134,89,9,90,1.04705882352941
Illinois,,61126,,105,50,30,10,0,15,88,51,9,50,1.02
Illinois,,61130,,15,10,5,0,0,0,17,12,0,15,1.2
Illinois,,61132,,100,55,25,5,5,10,102,62,8,60,1.12727272727273
Illinois,Springfield,,,62140,39450,7520,6275,3110,5785,57011,39527,6305,43925,
Illinois,,61723,,445,315,40,40,20,30,414,311,39,335,0.987301587301587
Illinois,,61751,,30,25,5,0,0,0,29,24,0,20,0.96
Illinois,,62083,,60,35,0,10,5,10,53,36,10,45,1.02857142857143
Illinois,,62510,,400,255,30,55,35,25,385,263,58,315,1.03137254901961
Illinois,,62512,,90,55,15,5,5,10,88,63,7,60,1.14545454545455
Illinois,,62515,,180,105,25,10,15,25,165,116,11,115,1.1047619047619
Illinois,,62517,,50,35,5,5,5,0,45,33,4,40,0.942857142857143
Illinois,,62518,,120,75,15,10,10,10,102,73,8,85,0.973333333333333
Illinois,,62519,,25,15,5,5,0,0,24,17,3,15,1.13333333333333
Illinois,,62520,,240,165,35,15,10,15,233,172,14,160,1.04242424242424
Illinois,,62530,,265,170,25,30,20,20,250,169,31,190,0.994117647058824
Illinois,,62531,,365,245,30,40,20,30,355,254,40,270,1.03673469387755
Illinois,,62536,,95,65,10,5,10,5,97,72,7,65,1.10769230769231
Illinois,,62539,,245,155,30,25,20,15,238,164,26,165,1.05806451612903
Illinois,,62540,,395,220,55,50,40,30,372,231,52,270,1.05
Illinois,,62543,,120,85,15,10,5,5,115,84,13,90,0.988235294117647
Illinois,,62545,,205,130,20,15,15,25,188,130,17,145,1
Illinois,,62546,,380,230,35,55,45,15,349,230,59,290,1
Illinois,,62547,,160,110,10,20,15,5,161,117,18,135,1.06363636363636
Illinois,,62548,,525,365,30,75,35,20,521,378,79,440,1.03561643835616
Illinois,,62555,,115,70,15,10,15,5,113,73,10,90,1.04285714285714
Illinois,,62556,,100,60,15,15,5,5,90,55,17,65,0.916666666666667
Illinois,,62557,,1915,1175,230,240,130,140,1715,1141,229,1385,0.971063829787234
Illinois,,62558,,550,350,60,65,35,40,512,349,68,405,0.997142857142857
Illinois,,62561,,780,500,115,65,25,75,739,502,67,500,1.004
Illinois,,62563,,805,590,60,75,30,50,777,604,65,600,1.02372881355932
Illinois,,62567,,260,165,30,25,20,20,251,170,31,190,1.03030303030303
Illinois,,62568,,3375,2085,425,445,190,230,3140,2091,443,2435,1.00287769784173
Illinois,,62570,,115,55,20,15,10,15,104,60,15,70,1.09090909090909
Illinois,,62601,,70,50,5,5,10,0,74,53,10,60,1.06
Illinois,,62610,,40,20,5,5,0,10,35,20,6,25,1
Illinois,,62611,,205,125,15,35,20,10,192,131,32,160,1.048
Illinois,,62612,,380,245,40,50,20,25,354,242,49,280,0.987755102040816
Illinois,,62613,,580,345,75,65,30,65,518,343,64,370,0.994202898550725
Illinois,,62615,,770,490,85,95,30,70,719,482,100,550,0.983673469387755
Illinois,,62618,,1325,845,155,155,80,90,1162,806,150,975,0.953846153846154
Illinois,,62621,,230,135,25,30,20,20,207,131,29,165,0.97037037037037
Illinois,,62622,,15,10,0,0,5,0,13,10,1,15,1
Illinois,,62625,,155,100,20,15,15,5,150,103,17,115,1.03
Illinois,,62627,,230,155,20,30,20,5,210,147,33,180,0.948387096774194
Illinois,,62628,,185,130,20,15,15,5,190,139,19,150,1.06923076923077
Illinois,,62629,,1380,950,115,105,80,130,1272,924,111,990,0.972631578947368
Illinois,,62631,,60,35,5,5,10,5,55,38,4,45,1.08571428571429
Illinois,,62634,,185,120,20,20,15,10,173,119,20,145,0.991666666666667
Illinois,,62635,,185,115,15,25,20,10,180,125,28,155,1.08695652173913
Illinois,,62638,,215,145,15,20,15,20,202,143,22,160,0.986206896551724
Illinois,,62642,,300,195,30,25,20,30,269,193,24,220,0.98974358974359
Illinois,,62643,,95,65,15,5,5,5,98,75,7,70,1.15384615384615
Illinois,,62650,,5525,3385,680,570,280,610,4987,3354,566,3875,0.990841949778434
